FECHA_UTC,ESTE,NORTE,VERTICAL,VOLCAN
2024-10-18,0.29,-0.5,2.53,SABANCAYA
2024-10-19,0.37,-0.61,3.05,SABANCAYA
2024-10-20,0.3,-0.51,2.8,SABANCAYA
2024-10-21,0.26,-0.56,2.59,SABANCAYA
2024-10-22,0.21,-0.51,2.72,SABANCAYA
2024-10-23,0.25,-0.52,2.87,SABANCAYA
2024-10-24,0.23,-0.67,2.8,SABANCAYA
2024-10-25,0.27,-0.5,2.93,SABANCAYA
2024-10-26,0.35,-0.56,2.86,SABANCAYA
2024-10-27,0.26,-0.52,2.67,SABANCAYA
2024-10-28,0.11,-0.55,2.42,SABANCAYA
2024-10-29,-0.05,-0.53,2.35,SABANCAYA
2024-10-30,0.36,-0.8,2.13,SABANCAYA
2024-10-31,0.26,-0.6,2.3,SABANCAYA
2024-11-01,0.2,-0.57,3.13,SABANCAYA
2024-11-02,0.23,-0.59,2.55,SABANCAYA
2024-11-03,0.24,-0.55,2.64,SABANCAYA
2024-11-04,0.19,-0.43,2.79,SABANCAYA
2024-11-05,0.25,-0.49,3.14,SABANCAYA
2024-11-06,0.27,-0.44,2.21,SABANCAYA
2024-11-07,0.23,-0.74,2.62,SABANCAYA
2024-11-08,0.22,-0.61,2.57,SABANCAYA
2024-11-09,0.48,-0.72,3.02,SABANCAYA
2024-11-10,0.13,-0.53,2.9,SABANCAYA
2024-11-11,0.27,-0.57,2.49,SABANCAYA
2024-11-12,0.33,-0.58,2.58,SABANCAYA
2024-11-13,0.43,-0.66,2.55,SABANCAYA
2024-11-14,0.41,-0.83,2.37,SABANCAYA
2024-11-15,0.27,-0.68,2.4,SABANCAYA
2024-11-16,0.35,-0.59,2.71,SABANCAYA
2024-11-17,0.32,-0.69,2.79,SABANCAYA
2024-11-18,0.37,-0.67,2.56,SABANCAYA
2024-11-19,0.3,-0.64,2.54,SABANCAYA
2024-11-20,0.48,-0.73,2.45,SABANCAYA
2024-11-21,0.35,-0.65,2.57,SABANCAYA
2024-11-22,0.35,-0.46,1.88,SABANCAYA
2024-11-23,0.45,-0.42,2.32,SABANCAYA
2024-11-24,0.37,-0.28,2.14,SABANCAYA
2024-11-25,0.29,-0.21,1.73,SABANCAYA
2024-11-26,0.44,-0.55,2.6,SABANCAYA
2024-11-27,0.45,-0.67,2.24,SABANCAYA
2024-11-28,0.21,-0.6,2.66,SABANCAYA
2024-11-29,0.16,-0.49,2.41,SABANCAYA
2024-11-30,0.27,-0.59,1.98,SABANCAYA
2024-12-01,0.32,-0.68,2.13,SABANCAYA
2024-12-02,0.25,-0.47,2.83,SABANCAYA
2024-12-03,0.52,-0.6,2.47,SABANCAYA
2024-12-04,0.37,-0.5,2.84,SABANCAYA
2024-12-05,0.3,-0.17,2.69,SABANCAYA
2024-12-06,0.28,-0.42,1.78,SABANCAYA
2024-12-07,0.29,-0.57,2.47,SABANCAYA
2024-12-08,0.47,-0.72,2.59,SABANCAYA
2024-12-09,0.42,-0.39,2.41,SABANCAYA
2024-12-12,0.45,-0.48,3.62,SABANCAYA
2024-12-13,0.32,-0.48,2.46,SABANCAYA
2024-12-14,0.4,-0.41,2.93,SABANCAYA
2024-12-15,0.21,-0.4,3.06,SABANCAYA
2024-12-16,0.49,-0.61,3.48,SABANCAYA
2024-12-17,0.42,-0.55,3.13,SABANCAYA
2024-12-18,0.26,-0.37,2.33,SABANCAYA
2024-12-19,0.44,-0.37,2.74,SABANCAYA
2024-12-20,0.33,-0.35,2.73,SABANCAYA
2024-12-21,0.36,-0.55,2.95,SABANCAYA
2024-12-22,0.52,-0.46,3.19,SABANCAYA
2024-12-23,0.33,-0.46,2.91,SABANCAYA
2024-12-24,0.46,-0.35,2.96,SABANCAYA
2024-12-25,0.12,-0.41,2.5,SABANCAYA
2024-12-26,0.53,-0.51,3.59,SABANCAYA
2024-12-27,0.33,-0.3,2.66,SABANCAYA
2024-12-28,0.44,-0.49,2.77,SABANCAYA
2024-12-29,0.5,-0.44,3.07,SABANCAYA
2024-12-30,0.54,-0.34,3.49,SABANCAYA
2024-12-31,0.51,-0.5,2.64,SABANCAYA
2025-01-01,0.51,-0.41,2.22,SABANCAYA
2025-01-02,0.44,-0.53,2.47,SABANCAYA
2025-01-03,0.53,-0.31,2.15,SABANCAYA
2025-01-04,0.43,-0.42,2.28,SABANCAYA
2025-01-05,0.34,-0.31,2.37,SABANCAYA
2025-01-06,0.43,-0.48,2.56,SABANCAYA
2025-01-07,0.23,-0.63,1.71,SABANCAYA
2025-01-08,0.53,-0.63,2.9,SABANCAYA
2025-01-09,0.36,-0.62,2.46,SABANCAYA
2025-01-10,0.34,-0.55,2.64,SABANCAYA
2025-01-11,0.14,-0.55,3.19,SABANCAYA
2025-01-12,0.48,-0.63,3.43,SABANCAYA
2025-01-13,0.67,-0.46,3.06,SABANCAYA
2025-01-14,0.65,-0.58,3.42,SABANCAYA
2025-01-15,0.25,-0.59,3.43,SABANCAYA
2025-01-16,0.46,-0.72,3.44,SABANCAYA
2025-01-17,0.36,-0.49,2.59,SABANCAYA
2025-01-18,0.66,-0.43,3.07,SABANCAYA
2025-01-19,0.41,-0.54,3.19,SABANCAYA
2025-01-20,0.28,-0.6,2.11,SABANCAYA
2025-01-21,0.5,-0.61,2.47,SABANCAYA
2025-01-22,0.49,-0.61,2.56,SABANCAYA
2025-01-23,0.46,-0.55,2.45,SABANCAYA
2025-01-24,0.61,-0.4,1.77,SABANCAYA
2025-01-25,0.55,-0.28,1.89,SABANCAYA
2025-01-26,0.49,-0.42,1.97,SABANCAYA
2025-01-27,0.58,-0.34,2.3,SABANCAYA
2025-01-28,0.66,-0.35,2.14,SABANCAYA
2025-01-29,0.6,-0.48,2.02,SABANCAYA
2025-01-30,0.51,-0.52,1.97,SABANCAYA
2025-01-31,0.61,-0.39,1.44,SABANCAYA
2025-02-01,0.66,-0.55,2.15,SABANCAYA
2025-02-02,0.53,-0.61,3.07,SABANCAYA
2025-02-03,0.5,-0.71,2.5,SABANCAYA
2025-02-04,0.58,-0.64,2.74,SABANCAYA
2025-02-05,0.4,-0.56,3.05,SABANCAYA
2025-02-06,0.53,-0.54,2.9,SABANCAYA
2025-02-07,0.65,-0.31,2.66,SABANCAYA
2025-02-08,0.65,-0.28,1.83,SABANCAYA
2025-02-09,0.49,-0.27,1.52,SABANCAYA
2025-02-10,0.4,-0.07,1.8,SABANCAYA
2025-02-11,0.45,-0.31,1.65,SABANCAYA
2025-02-12,0.57,-0.38,2.51,SABANCAYA
2025-02-13,0.4,-0.26,1.53,SABANCAYA
2025-02-14,0.42,-0.34,1.71,SABANCAYA
2025-02-15,0.62,-0.41,2.34,SABANCAYA
2025-02-16,0.47,-0.51,2.2,SABANCAYA
2025-02-17,0.66,-0.37,2.91,SABANCAYA
2025-02-18,0.69,-0.37,2.11,SABANCAYA
2025-02-19,0.55,-0.29,2.22,SABANCAYA
2025-02-20,0.74,-0.6,2.48,SABANCAYA
2025-02-21,0.52,-0.43,1.29,SABANCAYA
2025-02-22,0.55,-0.42,1.4,SABANCAYA
2025-02-23,0.56,-0.22,2.12,SABANCAYA
2025-02-24,0.68,-0.36,2.39,SABANCAYA
2025-02-25,0.67,-0.37,2.21,SABANCAYA
2025-02-26,0.84,-0.37,2.67,SABANCAYA
2025-02-27,0.61,-0.45,2.76,SABANCAYA
2025-02-28,0.51,-0.53,2.06,SABANCAYA
2025-03-01,0.73,-0.49,2.53,SABANCAYA
2025-03-02,0.61,-0.32,1.25,SABANCAYA
2025-03-03,0.67,-0.35,1.8,SABANCAYA
2025-03-04,0.65,-0.27,2.18,SABANCAYA
2025-03-05,0.43,-0.45,1.89,SABANCAYA
2025-03-06,0.43,-0.26,1.56,SABANCAYA
2025-03-07,0.55,-0.32,1.33,SABANCAYA
2025-03-08,0.5,-0.4,1.11,SABANCAYA
2025-03-09,0.34,-0.41,1.1,SABANCAYA
2025-03-10,0.55,-0.52,1.5,SABANCAYA
2025-03-12,0.65,-0.44,1.79,SABANCAYA
2025-03-13,0.63,-0.5,2.07,SABANCAYA
2025-03-14,0.85,-0.35,1.35,SABANCAYA
2025-03-15,0.39,-0.45,1.39,SABANCAYA
