FECHA_UTC,ALTURA,VOLCAN
2024-05-12,647,UBINAS
2024-05-12,761,UBINAS
2024-05-12,694,UBINAS
2024-05-12,855,UBINAS
2024-05-12,1118,UBINAS
2024-05-12,905,UBINAS
2024-05-12,680,UBINAS
2024-05-12,819,UBINAS
2024-05-12,1068,UBINAS
2024-05-12,1209,UBINAS
2024-05-12,1304,UBINAS
2024-05-12,1217,UBINAS
2024-05-12,1325,UBINAS
2024-05-12,1113,UBINAS
2024-05-12,1209,UBINAS
2024-05-12,1354,UBINAS
2024-05-12,1292,UBINAS
2024-05-12,1071,UBINAS
2024-05-12,1126,UBINAS
2024-05-12,1054,UBINAS
2024-05-12,977,UBINAS
2024-05-13,869,UBINAS
2024-05-13,822,UBINAS
2024-05-13,963,UBINAS
2024-05-13,918,UBINAS
2024-05-13,827,UBINAS
2024-05-13,896,UBINAS
2024-05-13,968,UBINAS
2024-05-13,769,UBINAS
2024-05-13,863,UBINAS
2024-05-13,786,UBINAS
2024-05-13,913,UBINAS
2024-05-13,910,UBINAS
2024-05-13,819,UBINAS
2024-05-13,822,UBINAS
2024-05-13,844,UBINAS
2024-05-13,910,UBINAS
2024-05-13,869,UBINAS
2024-05-13,813,UBINAS
2024-05-13,943,UBINAS
2024-05-13,852,UBINAS
2024-05-13,921,UBINAS
2024-05-13,844,UBINAS
2024-05-13,847,UBINAS
2024-05-13,927,UBINAS
2024-05-13,819,UBINAS
2024-05-13,755,UBINAS
2024-05-13,910,UBINAS
2024-05-13,838,UBINAS
2024-05-13,952,UBINAS
2024-05-13,827,UBINAS
2024-05-13,852,UBINAS
2024-05-13,885,UBINAS
2024-05-13,747,UBINAS
2024-05-13,927,UBINAS
2024-05-13,830,UBINAS
2024-05-13,918,UBINAS
2024-05-13,860,UBINAS
2024-05-13,838,UBINAS
2024-05-13,977,UBINAS
2024-05-13,1035,UBINAS
2024-05-13,703,UBINAS
2024-05-13,988,UBINAS
2024-05-13,1010,UBINAS
2024-05-13,1063,UBINAS
2024-05-15,694,UBINAS
2024-05-15,1084,UBINAS
2024-05-15,1603,UBINAS
2024-05-16,844,UBINAS
2024-05-16,630,UBINAS
2024-05-16,628,UBINAS
2024-05-17,429,UBINAS
2024-05-17,456,UBINAS
2024-05-17,545,UBINAS
2024-05-17,636,UBINAS
2024-05-18,337,UBINAS
2024-05-18,371,UBINAS
2024-05-18,281,UBINAS
2024-05-19,503,UBINAS
2024-05-19,441,UBINAS
2024-05-19,484,UBINAS
2024-05-19,432,UBINAS
2024-05-19,687,UBINAS
2024-05-19,714,UBINAS
2024-05-20,1164,UBINAS
2024-05-20,824,UBINAS
2024-05-21,1054,UBINAS
2024-05-22,414,UBINAS
2024-05-22,379,UBINAS
2024-05-22,479,UBINAS
2024-05-22,620,UBINAS
2024-05-22,572,UBINAS
2024-05-22,454,UBINAS
2024-05-22,661,UBINAS
2024-05-22,835,UBINAS
2024-05-23,540,UBINAS
2024-05-24,328,UBINAS
2024-05-25,246,UBINAS
2024-05-25,290,UBINAS
2024-05-25,346,UBINAS
2024-05-25,364,UBINAS
2024-05-25,354,UBINAS
2024-05-25,339,UBINAS
2024-05-26,323,UBINAS
2024-05-26,281,UBINAS
2024-05-26,279,UBINAS
2024-05-26,331,UBINAS
2024-05-26,321,UBINAS
2024-05-27,313,UBINAS
2024-05-27,387,UBINAS
2024-05-27,356,UBINAS
2024-05-27,304,UBINAS
2024-05-27,396,UBINAS
2024-05-27,379,UBINAS
2024-05-27,354,UBINAS
2024-05-27,404,UBINAS
2024-05-27,414,UBINAS
2024-05-27,495,UBINAS
2024-05-27,495,UBINAS
2024-05-27,481,UBINAS
2024-05-27,564,UBINAS
2024-05-27,595,UBINAS
2024-05-27,620,UBINAS
2024-05-27,503,UBINAS
2024-05-27,863,UBINAS
2024-05-27,885,UBINAS
2024-05-27,595,UBINAS
2024-05-28,271,UBINAS
2024-05-28,241,UBINAS
2024-05-29,230,UBINAS
2024-05-30,404,UBINAS
2024-05-30,329,UBINAS
2024-05-30,406,UBINAS
2024-05-30,337,UBINAS
2024-05-31,630,UBINAS
2024-05-31,528,UBINAS
2024-05-31,581,UBINAS
2024-05-31,481,UBINAS
2024-06-01,522,UBINAS
2024-06-02,412,UBINAS
2024-06-02,412,UBINAS
2024-06-03,281,UBINAS
2024-06-03,323,UBINAS
2024-06-03,281,UBINAS
2024-06-03,431,UBINAS
2024-06-03,464,UBINAS
2024-06-03,528,UBINAS
2024-06-04,238,UBINAS
2024-06-04,196,UBINAS
2024-06-05,292,UBINAS
2024-06-06,303,UBINAS
2024-06-07,412,UBINAS
2024-06-07,431,UBINAS
2024-06-08,240,UBINAS
2024-06-09,205,UBINAS
2024-06-09,306,UBINAS
2024-06-10,362,UBINAS
2024-06-10,553,UBINAS
2024-06-10,1113,UBINAS
2024-06-11,171,UBINAS
2024-06-11,223,UBINAS
2024-06-11,703,UBINAS
2024-06-11,661,UBINAS
2024-06-11,404,UBINAS
2024-06-12,373,UBINAS
2024-06-12,456,UBINAS
2024-06-12,414,UBINAS
2024-06-13,313,UBINAS
2024-06-13,364,UBINAS
2024-06-13,506,UBINAS
2024-06-13,429,UBINAS
2024-06-13,547,UBINAS
2024-06-13,520,UBINAS
2024-06-13,611,UBINAS
2024-06-13,387,UBINAS
2024-06-13,414,UBINAS
2024-06-13,389,UBINAS
2024-06-13,495,UBINAS
2024-06-13,454,UBINAS
2024-06-13,389,UBINAS
2024-06-13,346,UBINAS
2024-06-14,206,UBINAS
2024-06-14,240,UBINAS
2024-06-14,339,UBINAS
2024-06-15,313,UBINAS
2024-06-15,346,UBINAS
2024-06-15,423,UBINAS
2024-06-15,198,UBINAS
2024-06-15,379,UBINAS
2024-06-16,321,UBINAS
2024-06-16,439,UBINAS
2024-06-16,431,UBINAS
2024-06-16,396,UBINAS
2024-06-16,431,UBINAS
2024-06-16,454,UBINAS
2024-06-16,437,UBINAS
2024-06-16,429,UBINAS
2024-06-16,429,UBINAS
2024-06-16,423,UBINAS
2024-06-16,371,UBINAS
2024-06-16,398,UBINAS
2024-06-16,296,UBINAS
2024-06-16,364,UBINAS
2024-06-16,437,UBINAS
2024-06-16,420,UBINAS
2024-06-16,339,UBINAS
2024-06-16,420,UBINAS
2024-06-16,414,UBINAS
2024-06-16,414,UBINAS
2024-06-16,479,UBINAS
2024-06-16,371,UBINAS
2024-06-16,503,UBINAS
2024-06-16,437,UBINAS
2024-06-16,313,UBINAS
2024-06-17,246,UBINAS
2024-06-17,412,UBINAS
2024-06-17,379,UBINAS
2024-06-17,304,UBINAS
2024-06-17,254,UBINAS
2024-06-17,290,UBINAS
2024-06-17,273,UBINAS
2024-06-17,362,UBINAS
2024-06-17,263,UBINAS
2024-06-17,215,UBINAS
2024-06-17,354,UBINAS
2024-06-17,348,UBINAS
2024-06-17,346,UBINAS
2024-06-17,337,UBINAS
2024-06-17,404,UBINAS
2024-06-17,448,UBINAS
2024-06-17,445,UBINAS
2024-06-17,354,UBINAS
2024-06-17,321,UBINAS
2024-06-18,364,UBINAS
2024-06-18,288,UBINAS
2024-06-18,221,UBINAS
2024-06-18,279,UBINAS
2024-06-18,188,UBINAS
2024-06-18,694,UBINAS
2024-06-18,586,UBINAS
2024-06-18,528,UBINAS
2024-06-18,-318,UBINAS
2024-06-18,578,UBINAS
2024-06-18,664,UBINAS
2024-06-18,470,UBINAS
2024-06-18,356,UBINAS
2024-06-18,728,UBINAS
2024-06-18,537,UBINAS
2024-06-18,439,UBINAS
2024-06-19,288,UBINAS
2024-06-19,281,UBINAS
2024-06-19,313,UBINAS
2024-06-19,331,UBINAS
2024-06-19,387,UBINAS
2024-06-19,339,UBINAS
2024-06-19,354,UBINAS
2024-06-19,371,UBINAS
2024-06-19,362,UBINAS
2024-06-19,354,UBINAS
2024-06-19,263,UBINAS
2024-06-19,337,UBINAS
2024-06-19,354,UBINAS
2024-06-19,356,UBINAS
2024-06-19,362,UBINAS
2024-06-19,331,UBINAS
2024-06-19,456,UBINAS
2024-06-19,379,UBINAS
2024-06-19,346,UBINAS
2024-06-19,304,UBINAS
2024-06-20,387,UBINAS
2024-06-20,321,UBINAS
2024-06-21,354,UBINAS
2024-06-21,412,UBINAS
2024-06-21,321,UBINAS
2024-06-21,429,UBINAS
2024-06-21,337,UBINAS
2024-06-21,329,UBINAS
2024-06-21,429,UBINAS
2024-06-21,456,UBINAS
2024-06-21,412,UBINAS
2024-06-21,398,UBINAS
2024-06-21,479,UBINAS
2024-06-21,339,UBINAS
2024-06-21,337,UBINAS
2024-06-21,240,UBINAS
2024-06-21,495,UBINAS
2024-06-21,398,UBINAS
2024-06-21,445,UBINAS
2024-06-21,396,UBINAS
2024-06-21,489,UBINAS
2024-06-21,429,UBINAS
2024-06-21,346,UBINAS
2024-06-21,605,UBINAS
2024-06-21,503,UBINAS
2024-06-21,639,UBINAS
2024-06-21,755,UBINAS
2024-06-21,605,UBINAS
2024-06-21,396,UBINAS
2024-06-21,647,UBINAS
2024-06-21,595,UBINAS
2024-06-21,531,UBINAS
2024-06-21,719,UBINAS
2024-06-21,562,UBINAS
2024-06-21,472,UBINAS
2024-06-21,445,UBINAS
2024-06-21,497,UBINAS
2024-06-21,371,UBINAS
2024-06-21,497,UBINAS
2024-06-21,545,UBINAS
2024-06-21,381,UBINAS
2024-06-21,479,UBINAS
2024-06-21,414,UBINAS
2024-06-21,503,UBINAS
2024-06-21,479,UBINAS
2024-06-21,448,UBINAS
2024-06-21,429,UBINAS
2024-06-21,487,UBINAS
2024-06-21,364,UBINAS
2024-06-21,373,UBINAS
2024-06-21,547,UBINAS
2024-06-21,423,UBINAS
2024-06-21,420,UBINAS
2024-06-21,481,UBINAS
2024-06-21,273,UBINAS
2024-06-21,414,UBINAS
2024-06-21,420,UBINAS
2024-06-22,190,UBINAS
2024-06-22,271,UBINAS
2024-06-22,331,UBINAS
2024-06-22,429,UBINAS
2024-06-23,337,UBINAS
2024-06-23,331,UBINAS
2024-06-23,321,UBINAS
2024-06-23,497,UBINAS
2024-06-24,503,UBINAS
2024-06-24,437,UBINAS
2024-06-24,545,UBINAS
2024-06-24,205,UBINAS
2024-06-24,636,UBINAS
2024-06-24,589,UBINAS
2024-06-25,481,UBINAS
2024-06-25,539,UBINAS
2024-06-25,371,UBINAS
2024-06-25,489,UBINAS
2024-06-25,412,UBINAS
2024-06-25,406,UBINAS
2024-06-25,620,UBINAS
2024-06-25,597,UBINAS
2024-06-25,537,UBINAS
2024-06-25,520,UBINAS
2024-06-25,398,UBINAS
2024-06-25,553,UBINAS
2024-06-25,472,UBINAS
2024-06-25,462,UBINAS
2024-06-26,290,UBINAS
2024-06-27,714,UBINAS
2024-06-27,479,UBINAS
2024-06-28,240,UBINAS
2024-06-28,356,UBINAS
2024-06-30,364,UBINAS
2024-06-30,454,UBINAS
2024-06-30,404,UBINAS
2024-06-30,364,UBINAS
2024-06-30,396,UBINAS
2024-06-30,420,UBINAS
2024-06-30,454,UBINAS
2024-06-30,337,UBINAS
2024-06-30,472,UBINAS
2024-06-30,371,UBINAS
2024-06-30,445,UBINAS
2024-06-30,431,UBINAS
2024-06-30,371,UBINAS
2024-06-30,448,UBINAS
2024-06-30,412,UBINAS
2024-06-30,439,UBINAS
2024-06-30,420,UBINAS
2024-06-30,481,UBINAS
2024-06-30,570,UBINAS
2024-06-30,487,UBINAS
2024-06-30,520,UBINAS
2024-06-30,470,UBINAS
2024-06-30,414,UBINAS
2024-06-30,537,UBINAS
2024-06-30,298,UBINAS
2024-06-30,387,UBINAS
2024-06-30,537,UBINAS
2024-06-30,406,UBINAS
2024-06-30,777,UBINAS
2024-06-30,597,UBINAS
2024-07-01,281,UBINAS
2024-07-01,254,UBINAS
2024-07-02,288,UBINAS
2024-07-02,304,UBINAS
2024-07-02,331,UBINAS
2024-07-02,296,UBINAS
2024-07-02,456,UBINAS
2024-07-03,196,UBINAS
2024-07-03,346,UBINAS
2024-07-04,223,UBINAS
2024-07-04,389,UBINAS
2024-07-05,256,UBINAS
2024-07-05,279,UBINAS
2024-07-05,739,UBINAS
2024-07-06,329,UBINAS
2024-07-07,263,UBINAS
2024-07-07,271,UBINAS
2024-07-07,296,UBINAS
2024-07-08,254,UBINAS
2024-07-08,279,UBINAS
2024-07-08,271,UBINAS
2024-07-08,273,UBINAS
2024-07-08,313,UBINAS
2024-07-08,356,UBINAS
2024-07-08,265,UBINAS
2024-07-09,331,UBINAS
2024-07-09,348,UBINAS
2024-07-09,346,UBINAS
2024-07-09,364,UBINAS
2024-07-09,329,UBINAS
2024-07-09,263,UBINAS
2024-07-09,246,UBINAS
2024-07-09,381,UBINAS
2024-07-10,313,UBINAS
2024-07-10,273,UBINAS
2024-07-10,354,UBINAS
2024-07-10,296,UBINAS
2024-07-10,288,UBINAS
2024-07-10,337,UBINAS
2024-07-11,356,UBINAS
2024-07-11,373,UBINAS
2024-07-11,396,UBINAS
2024-07-11,512,UBINAS
2024-07-11,470,UBINAS
2024-07-11,404,UBINAS
2024-07-11,553,UBINAS
2024-07-12,173,UBINAS
2024-07-12,337,UBINAS
2024-07-13,205,UBINAS
2024-07-13,246,UBINAS
2024-07-14,171,UBINAS
2024-07-15,271,UBINAS
2024-07-17,279,UBINAS
2024-07-17,414,UBINAS
2024-07-17,346,UBINAS
2024-07-17,304,UBINAS
2024-07-17,503,UBINAS
2024-07-17,539,UBINAS
2024-07-18,256,UBINAS
2024-07-19,257,UBINAS
2024-07-20,381,UBINAS
2024-07-20,420,UBINAS
2024-07-20,420,UBINAS
2024-07-20,304,UBINAS
2024-07-20,371,UBINAS
2024-07-20,404,UBINAS
2024-07-21,273,UBINAS
2024-07-21,206,UBINAS
2024-07-21,256,UBINAS
2024-07-21,288,UBINAS
2024-07-21,223,UBINAS
2024-07-21,313,UBINAS
2024-07-21,221,UBINAS
2024-07-21,290,UBINAS
2024-07-22,314,UBINAS
2024-07-22,337,UBINAS
2024-07-22,265,UBINAS
2024-07-22,306,UBINAS
2024-07-22,389,UBINAS
2024-07-23,188,UBINAS
2024-07-23,205,UBINAS
2024-07-23,196,UBINAS
2024-07-24,296,UBINAS
2024-07-24,254,UBINAS
2024-07-25,288,UBINAS
2024-07-25,281,UBINAS
2024-07-25,387,UBINAS
2024-07-25,379,UBINAS
2024-07-25,373,UBINAS
2024-07-25,420,UBINAS
2024-07-25,406,UBINAS
2024-07-25,429,UBINAS
2024-07-25,379,UBINAS
2024-07-25,531,UBINAS
2024-07-25,279,UBINAS
2024-07-25,296,UBINAS
2024-07-25,348,UBINAS
2024-07-25,396,UBINAS
2024-07-25,404,UBINAS
2024-07-25,306,UBINAS
2024-07-25,279,UBINAS
2024-07-25,296,UBINAS
2024-07-25,240,UBINAS
2024-07-26,227,UBINAS
2024-07-27,528,UBINAS
2024-07-27,680,UBINAS
2024-07-27,595,UBINAS
2024-07-27,647,UBINAS
2024-07-28,379,UBINAS
2024-07-28,371,UBINAS
2024-07-29,437,UBINAS
2024-07-30,290,UBINAS
2024-07-30,221,UBINAS
2024-07-30,206,UBINAS
2024-07-31,196,UBINAS
2024-07-31,420,UBINAS
2024-07-31,337,UBINAS
2024-07-31,464,UBINAS
2024-07-31,321,UBINAS
2024-07-31,556,UBINAS
2024-07-31,337,UBINAS
2024-07-31,456,UBINAS
2024-07-31,387,UBINAS
2024-07-31,387,UBINAS
2024-07-31,464,UBINAS
2024-07-31,371,UBINAS
2024-07-31,381,UBINAS
2024-07-31,240,UBINAS
2024-08-01,313,UBINAS
2024-08-01,180,UBINAS
2024-08-02,238,UBINAS
2024-08-03,122,UBINAS
2024-08-03,271,UBINAS
2024-08-04,196,UBINAS
2024-08-04,213,UBINAS
2024-08-04,254,UBINAS
2024-08-04,206,UBINAS
2024-08-04,296,UBINAS
2024-08-04,379,UBINAS
2024-08-05,213,UBINAS
2024-08-05,503,UBINAS
2024-08-05,472,UBINAS
2024-08-05,337,UBINAS
2024-08-05,396,UBINAS
2024-08-05,298,UBINAS
2024-08-05,520,UBINAS
2024-08-05,429,UBINAS
2024-08-05,431,UBINAS
2024-08-05,356,UBINAS
2024-08-05,462,UBINAS
2024-08-05,406,UBINAS
2024-08-05,537,UBINAS
2024-08-05,371,UBINAS
2024-08-05,489,UBINAS
2024-08-05,479,UBINAS
2024-08-05,464,UBINAS
2024-08-05,462,UBINAS
2024-08-05,586,UBINAS
2024-08-05,354,UBINAS
2024-08-05,464,UBINAS
2024-08-05,354,UBINAS
2024-08-05,354,UBINAS
2024-08-05,396,UBINAS
2024-08-05,454,UBINAS
2024-08-05,520,UBINAS
2024-08-05,620,UBINAS
2024-08-05,539,UBINAS
2024-08-05,404,UBINAS
2024-08-05,414,UBINAS
2024-08-05,636,UBINAS
2024-08-05,481,UBINAS
2024-08-05,445,UBINAS
2024-08-05,439,UBINAS
2024-08-05,537,UBINAS
2024-08-05,564,UBINAS
2024-08-05,506,UBINAS
2024-08-05,686,UBINAS
2024-08-05,420,UBINAS
2024-08-05,578,UBINAS
2024-08-06,246,UBINAS
2024-08-06,246,UBINAS
2024-08-06,281,UBINAS
2024-08-06,254,UBINAS
2024-08-06,339,UBINAS
2024-08-06,263,UBINAS
2024-08-06,279,UBINAS
2024-08-06,321,UBINAS
2024-08-06,313,UBINAS
2024-08-06,205,UBINAS
2024-08-06,273,UBINAS
2024-08-06,221,UBINAS
2024-08-06,271,UBINAS
2024-08-06,230,UBINAS
2024-08-06,240,UBINAS
2024-08-06,296,UBINAS
2024-08-06,339,UBINAS
2024-08-06,553,UBINAS
2024-08-06,379,UBINAS
2024-08-06,412,UBINAS
2024-08-06,290,UBINAS
2024-08-06,313,UBINAS
2024-08-06,221,UBINAS
2024-08-06,290,UBINAS
2024-08-06,423,UBINAS
2024-08-06,414,UBINAS
2024-08-06,412,UBINAS
2024-08-06,445,UBINAS
2024-08-06,314,UBINAS
2024-08-06,314,UBINAS
2024-08-06,371,UBINAS
2024-08-06,337,UBINAS
2024-08-06,406,UBINAS
2024-08-07,196,UBINAS
2024-08-07,263,UBINAS
2024-08-08,205,UBINAS
2024-08-09,231,UBINAS
2024-08-09,223,UBINAS
2024-08-10,254,UBINAS
2024-08-11,231,UBINAS
2024-08-11,248,UBINAS
2024-08-12,290,UBINAS
2024-08-13,306,UBINAS
2024-08-13,387,UBINAS
2024-08-13,337,UBINAS
2024-08-13,431,UBINAS
2024-08-13,445,UBINAS
2024-08-13,331,UBINAS
2024-08-13,545,UBINAS
2024-08-13,528,UBINAS
2024-08-13,379,UBINAS
2024-08-13,431,UBINAS
2024-08-13,420,UBINAS
2024-08-13,337,UBINAS
2024-08-13,406,UBINAS
2024-08-13,437,UBINAS
2024-08-13,404,UBINAS
2024-08-13,423,UBINAS
2024-08-13,429,UBINAS
2024-08-13,337,UBINAS
2024-08-13,389,UBINAS
2024-08-13,371,UBINAS
2024-08-13,381,UBINAS
2024-08-13,387,UBINAS
2024-08-13,337,UBINAS
2024-08-13,379,UBINAS
2024-08-13,437,UBINAS
2024-08-13,404,UBINAS
2024-08-13,406,UBINAS
2024-08-13,520,UBINAS
2024-08-13,437,UBINAS
2024-08-13,389,UBINAS
2024-08-13,636,UBINAS
2024-08-14,387,UBINAS
2024-08-14,468,UBINAS
2024-08-14,402,UBINAS
2024-08-14,402,UBINAS
2024-08-14,402,UBINAS
2024-08-14,536,UBINAS
2024-08-14,445,UBINAS
2024-08-14,328,UBINAS
2024-08-14,336,UBINAS
2024-08-14,262,UBINAS
2024-08-14,328,UBINAS
2024-08-14,379,UBINAS
2024-08-14,402,UBINAS
2024-08-14,320,UBINAS
2024-08-14,287,UBINAS
2024-08-15,437,UBINAS
2024-08-15,271,UBINAS
2024-08-15,414,UBINAS
2024-08-15,265,UBINAS
2024-08-15,256,UBINAS
2024-08-15,337,UBINAS
2024-08-15,246,UBINAS
2024-08-15,279,UBINAS
2024-08-15,337,UBINAS
2024-08-15,404,UBINAS
2024-08-15,404,UBINAS
2024-08-15,373,UBINAS
2024-08-15,586,UBINAS
2024-08-15,373,UBINAS
2024-08-16,697,UBINAS
2024-08-16,772,UBINAS
2024-08-16,744,UBINAS
2024-08-16,669,UBINAS
2024-08-16,788,UBINAS
2024-08-16,669,UBINAS
2024-08-16,595,UBINAS
2024-08-16,398,UBINAS
2024-08-16,445,UBINAS
2024-08-16,645,UBINAS
2024-08-16,522,UBINAS
2024-08-16,454,UBINAS
2024-08-16,605,UBINAS
2024-08-16,603,UBINAS
2024-08-16,622,UBINAS
2024-08-16,614,UBINAS
2024-08-16,728,UBINAS
2024-08-16,689,UBINAS
2024-08-16,661,UBINAS
2024-08-16,661,UBINAS
2024-08-16,714,UBINAS
2024-08-16,678,UBINAS
2024-08-16,647,UBINAS
2024-08-16,664,UBINAS
2024-08-16,398,UBINAS
2024-08-16,329,UBINAS
2024-08-17,1287,UBINAS
2024-08-17,885,UBINAS
2024-08-17,1171,UBINAS
2024-08-17,902,UBINAS
2024-08-17,1284,UBINAS
2024-08-17,952,UBINAS
2024-08-17,918,UBINAS
2024-08-17,980,UBINAS
2024-08-17,744,UBINAS
2024-08-17,786,UBINAS
2024-08-17,894,UBINAS
2024-08-18,522,UBINAS
2024-08-18,545,UBINAS
2024-08-18,396,UBINAS
2024-08-18,423,UBINAS
2024-08-18,462,UBINAS
2024-08-18,437,UBINAS
2024-08-18,578,UBINAS
2024-08-18,296,UBINAS
2024-08-18,346,UBINAS
2024-08-18,371,UBINAS
2024-08-18,414,UBINAS
2024-08-18,464,UBINAS
2024-08-19,383,UBINAS
2024-08-20,337,UBINAS
2024-08-20,457,UBINAS
2024-08-20,561,UBINAS
2024-08-20,494,UBINAS
2024-08-21,445,UBINAS
2024-08-21,389,UBINAS
2024-08-21,429,UBINAS
2024-08-21,487,UBINAS
2024-08-21,431,UBINAS
2024-08-21,570,UBINAS
2024-08-21,306,UBINAS
2024-08-21,254,UBINAS
2024-08-21,304,UBINAS
2024-08-21,329,UBINAS
2024-08-21,321,UBINAS
2024-08-21,304,UBINAS
2024-08-21,314,UBINAS
2024-08-21,288,UBINAS
2024-08-21,314,UBINAS
2024-08-21,288,UBINAS
2024-08-21,263,UBINAS
2024-08-21,256,UBINAS
2024-08-21,273,UBINAS
2024-08-21,387,UBINAS
2024-08-21,240,UBINAS
2024-08-21,246,UBINAS
2024-08-21,296,UBINAS
2024-08-21,223,UBINAS
2024-08-21,254,UBINAS
2024-08-21,437,UBINAS
2024-08-22,248,UBINAS
2024-08-22,213,UBINAS
2024-08-22,304,UBINAS
2024-08-23,246,UBINAS
2024-08-24,215,UBINAS
2024-08-25,256,UBINAS
2024-08-25,254,UBINAS
2024-08-26,198,UBINAS
2024-08-27,298,UBINAS
2024-08-29,371,UBINAS
2024-08-29,364,UBINAS
2024-08-29,470,UBINAS
2024-08-29,512,UBINAS
2024-08-29,362,UBINAS
2024-08-29,398,UBINAS
2024-08-29,304,UBINAS
2024-08-29,503,UBINAS
2024-08-29,431,UBINAS
2024-08-29,586,UBINAS
2024-08-29,503,UBINAS
2024-08-29,437,UBINAS
2024-08-29,321,UBINAS
2024-08-29,514,UBINAS
2024-08-29,603,UBINAS
2024-08-29,437,UBINAS
2024-08-29,448,UBINAS
2024-08-29,514,UBINAS
2024-08-29,437,UBINAS
2024-08-29,406,UBINAS
2024-08-29,339,UBINAS
2024-08-29,470,UBINAS
2024-08-29,362,UBINAS
2024-08-29,354,UBINAS
2024-08-30,256,UBINAS
2024-08-30,744,UBINAS
2024-08-30,611,UBINAS
2024-08-30,539,UBINAS
2024-08-30,603,UBINAS
2024-08-30,454,UBINAS
2024-08-30,614,UBINAS
2024-08-30,589,UBINAS
2024-08-30,636,UBINAS
2024-08-30,489,UBINAS
2024-08-30,512,UBINAS
2024-08-31,288,UBINAS
2024-08-31,306,UBINAS
2024-08-31,470,UBINAS
2024-08-31,389,UBINAS
2024-08-31,314,UBINAS
2024-08-31,522,UBINAS
2024-08-31,520,UBINAS
2024-08-31,412,UBINAS
2024-09-01,472,UBINAS
2024-09-01,495,UBINAS
2024-09-01,445,UBINAS
2024-09-01,628,UBINAS
2024-09-02,354,UBINAS
2024-09-02,464,UBINAS
2024-09-02,379,UBINAS
2024-09-02,298,UBINAS
2024-09-02,379,UBINAS
2024-09-02,553,UBINAS
2024-09-02,281,UBINAS
2024-09-02,206,UBINAS
2024-09-03,364,UBINAS
2024-09-03,381,UBINAS
2024-09-03,346,UBINAS
2024-09-03,412,UBINAS
2024-09-03,506,UBINAS
2024-09-03,314,UBINAS
2024-09-03,271,UBINAS
2024-09-03,321,UBINAS
2024-09-04,786,UBINAS
2024-09-04,772,UBINAS
2024-09-04,877,UBINAS
2024-09-04,1242,UBINAS
2024-09-04,1287,UBINAS
2024-09-04,877,UBINAS
2024-09-04,1163,UBINAS
2024-09-04,902,UBINAS
2024-09-04,1146,UBINAS
2024-09-04,960,UBINAS
2024-09-04,1030,UBINAS
2024-09-04,1129,UBINAS
2024-09-04,1226,UBINAS
2024-09-04,1221,UBINAS
2024-09-04,1242,UBINAS
2024-09-04,1250,UBINAS
2024-09-05,271,UBINAS
2024-09-05,273,UBINAS
2024-09-05,329,UBINAS
2024-09-05,240,UBINAS
2024-09-05,337,UBINAS
2024-09-05,323,UBINAS
2024-09-05,429,UBINAS
2024-09-05,772,UBINAS
2024-09-06,470,UBINAS
2024-09-06,429,UBINAS
2024-09-07,885,UBINAS
2024-09-07,896,UBINAS
2024-09-07,960,UBINAS
2024-09-07,847,UBINAS
2024-09-07,835,UBINAS
2024-09-07,863,UBINAS
2024-09-07,777,UBINAS
2024-09-07,819,UBINAS
2024-09-07,763,UBINAS
2024-09-07,728,UBINAS
2024-09-08,414,UBINAS
2024-09-08,686,UBINAS
2024-09-08,655,UBINAS
2024-09-08,777,UBINAS
2024-09-08,597,UBINAS
2024-09-08,620,UBINAS
2024-09-08,680,UBINAS
2024-09-08,728,UBINAS
2024-09-08,902,UBINAS
2024-09-08,913,UBINAS
2024-09-08,880,UBINAS
2024-09-08,880,UBINAS
2024-09-08,935,UBINAS
2024-09-09,230,UBINAS
2024-09-10,439,UBINAS
2024-09-10,755,UBINAS
2024-09-10,406,UBINAS
2024-09-10,362,UBINAS
2024-09-10,354,UBINAS
2024-09-11,265,UBINAS
2024-09-12,310,UBINAS
2024-09-13,422,UBINAS
2024-09-13,376,UBINAS
2024-09-14,503,UBINAS
2024-09-14,406,UBINAS
2024-09-14,537,UBINAS
2024-09-14,356,UBINAS
2024-09-14,379,UBINAS
2024-09-14,396,UBINAS
2024-09-14,329,UBINAS
2024-09-14,346,UBINAS
2024-09-14,462,UBINAS
2024-09-14,462,UBINAS
2024-09-14,429,UBINAS
2024-09-15,431,UBINAS
2024-09-15,356,UBINAS
2024-09-16,304,UBINAS
2024-09-16,497,UBINAS
2024-09-16,387,UBINAS
2024-09-16,404,UBINAS
2024-09-16,429,UBINAS
2024-09-16,339,UBINAS
2024-09-16,454,UBINAS
2024-09-16,404,UBINAS
2024-09-16,362,UBINAS
2024-09-16,495,UBINAS
2024-09-16,445,UBINAS
2024-09-16,396,UBINAS
2024-09-16,437,UBINAS
2024-09-16,495,UBINAS
2024-09-17,479,UBINAS
2024-09-17,437,UBINAS
2024-09-17,387,UBINAS
2024-09-17,389,UBINAS
2024-09-17,429,UBINAS
2024-09-17,414,UBINAS
2024-09-17,445,UBINAS
2024-09-17,398,UBINAS
2024-09-17,503,UBINAS
2024-09-17,495,UBINAS
2024-09-17,354,UBINAS
2024-09-17,462,UBINAS
2024-09-17,531,UBINAS
2024-09-17,503,UBINAS
2024-09-17,520,UBINAS
2024-09-17,595,UBINAS
2024-09-17,697,UBINAS
2024-09-18,323,UBINAS
2024-09-19,296,UBINAS
2024-09-19,464,UBINAS
2024-09-19,396,UBINAS
